name,status,nvar,nvar_bin,nvar_int,nvar_cont,ncons,nnz,group,obj,tags
neos-1445743,easy,20344,2150,0,18194,2148,39685,neos-pseudoapplication-88,-17905,benchmark_suitable aggregations invariant_knapsack mixed_binary
neos-1445765,easy,20617,2150,0,18467,2147,40230,neos-pseudoapplication-88,-17783,benchmark benchmark_suitable aggregations invariant_knapsack mixed_binary
neos-1456979,easy,4605,4245,180,180,6770,36440,neos-pseudoapplication-102,176,benchmark decomposition benchmark_suitable variable_bound set_partitioning set_packing cardinality knapsack mixed_binary general_linear
neos-1516309,easy,4500,4500,0,0,489,30400,neos-pseudoapplication-26,35954,binary decomposition set_packing set_covering knapsack
neos-1582420,easy,10100,10000,100,0,10180,24814,neos-pseudoapplication-10,91,benchmark decomposition benchmark_suitable variable_bound set_covering integer_knapsack general_linear
neos-1593097,easy,18460,18200,0,260,798,113308,neos-pseudoapplication-77,23136,decomposition benchmark_suitable set_partitioning set_packing knapsack general_linear
neos-1599274,easy,4500,4500,0,0,1237,46800,neos-pseudoapplication-26,32075.6,binary decomposition set_packing set_covering knapsack
neos-1601936,easy,4446,3906,0,540,3131,72500,neos-pseudoapplication-5,2.99999999999894,benchmark_suitable set_partitioning set_covering invariant_knapsack mixed_binary
neos-1603965,easy,15003,7999,0,7004,28984,56967,neos-pseudoapplication-35,619244367.662956,decomposition numerics precedence variable_bound invariant_knapsack mixed_binary
neos-1605061,easy,4111,3570,0,541,3474,93483,neos-pseudoapplication-5,11.9999999955617,benchmark_suitable set_partitioning set_covering invariant_knapsack mixed_binary
neos-2075418-temuka,easy,122304,122304,0,0,349602,7610261,neos-pseudoapplication-62,Infeasible,benchmark infeasible binary benchmark_suitable precedence variable_bound set_covering invariant_knapsack knapsack
neos-2294525-abba,hard,10842,10086,0,756,11122,80010,neos-pseudoapplication-46,321.1522319,decomposition precedence set_partitioning cardinality mixed_binary
neos-2328163-agri,easy,2236,2236,0,0,1963,12740,neos-pseudoapplication-36,27674,binary decomposition benchmark_suitable set_partitioning set_packing set_covering cardinality invariant_knapsack binpacking knapsack
neos-2624317-amur,easy,524,180,344,0,342,1690,neos-pseudoapplication-7,3.5223968,decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning integer_knapsack general_linear
neos-2626858-aoos,easy,524,209,315,0,342,1690,neos-pseudoapplication-7,Infeasible,infeasible decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning integer_knapsack general_linear
neos-2629914-sudost,open,496,256,0,240,51872,209792,neos-pseudoapplication-66,48180*,set_partitioning mixed_binary
neos-2652786-brda,easy,524,236,288,0,342,1690,neos-pseudoapplication-7,4.7924996,decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning integer_knapsack general_linear
neos-2656603-coxs,easy,524,186,338,0,342,1690,neos-pseudoapplication-7,Infeasible,infeasible decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning integer_knapsack general_linear
neos-2657525-crna,easy,524,146,378,0,342,1690,neos-pseudoapplication-7,1.810748,benchmark decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning integer_knapsack general_linear
neos-2669500-cust,easy,112008,110880,1120,8,105744,636728,neos-pseudoapplication-52,2242,decomposition benchmark_suitable aggregations variable_bound set_partitioning cardinality mixed_binary general_linear
neos-2746589-doon,easy,50936,50704,224,8,31530,271072,neos-pseudoapplication-52,2008.2,benchmark decomposition benchmark_suitable aggregations variable_bound set_partitioning cardinality mixed_binary general_linear
neos-2974461-ibar,open,214730,200352,14378,0,214107,2303100,neos-pseudoapplication-45,468906174.771*,numerics aggregations precedence set_partitioning set_packing integer_knapsack general_linear
neos-2978193-inde,easy,20800,64,0,20736,396,41600,neos-pseudoapplication-5,-2.38806169,benchmark decomposition benchmark_suitable cardinality mixed_binary
neos-2978205-isar,open,104000,320,0,103680,652,208000,neos-pseudoapplication-77,-11.92580869*,cardinality mixed_binary
neos-2987202-jeir,hard,146700,9045,0,137655,120209,1979663,neos-pseudoapplication-82,-1836136351.2,numerics aggregations precedence mixed_binary
neos-2987310-joes,easy,27837,3051,0,24786,29015,580291,neos-pseudoapplication-82,-607702988.3,benchmark benchmark_suitable precedence mixed_binary
neos-2991472-kalu,open,12105,12096,0,9,18170,13709358,neos-pseudoapplication-77,12*,set_packing set_covering invariant_knapsack binpacking knapsack mixed_binary
neos-3004026-krka,easy,17030,16900,130,0,12545,41860,neos-pseudoapplication-38,0,benchmark feasibility benchmark_suitable set_partitioning general_linear
neos-3009394-lami,open,2757,2704,52,1,2028,6760,neos-pseudoapplication-90,5.5*,set_partitioning general_linear
neos-3024952-loue,easy,3255,0,3255,0,3705,17310,neos-pseudoapplication-86,26756,benchmark decomposition benchmark_suitable precedence integer_knapsack general_linear
neos-3025225-shelon,hard,69846,69845,0,1,91572,9357951,neos-pseudoapplication-64,0.7727272712094,benchmark_suitable variable_bound set_packing cardinality invariant_knapsack knapsack mixed_binary
neos-3045796-mogo,easy,11016,11016,0,0,2226,44442,neos-pseudoapplication-22,-175,binary decomposition set_partitioning set_packing set_covering invariant_knapsack equation_knapsack
neos-3046601-motu,easy,308,272,17,19,563,1430,neos-pseudoapplication-90,1459,benchmark_suitable aggregations variable_bound mixed_binary general_linear
neos-3046615-murg,easy,274,240,16,18,498,1266,neos-pseudoapplication-90,1600,benchmark benchmark_suitable aggregations variable_bound mixed_binary general_linear
neos-3048764-nadi,easy,12360,9390,0,2970,3186,21867,neos-pseudoapplication-43,-3883988306.4,decomposition numerics precedence variable_bound set_packing mixed_binary
neos-3065804-namu,easy,4741,2190,0,2551,3280,574830,neos-pseudoapplication-41,0,numerics aggregations precedence variable_bound set_packing mixed_binary
neos-3068746-nene,open,4890,3815,1075,0,4664,29515,neos-pseudoapplication-45,61910283.68794999*,numerics precedence set_partitioning set_packing integer_knapsack general_linear
neos-3072252-nete,easy,576,144,0,432,432,1292,neos-pseudoapplication-50,11807698,benchmark_suitable variable_bound invariant_knapsack mixed_binary
neos-3075395-nile,easy,26928,1728,0,25200,27756,102672,neos-pseudoapplication-50,6021719.99999999,decomposition numerics aggregations variable_bound set_packing invariant_knapsack knapsack mixed_binary
neos-3083784-nive,easy,4779,3240,0,1539,2836,11583,neos-pseudoapplication-72,0,decomposition numerics aggregations precedence set_partitioning set_packing invariant_knapsack mixed_binary general_linear
neos-3083819-nubu,easy,8644,0,8644,0,4725,24048,neos-pseudoapplication-31,6307996,benchmark decomposition benchmark_suitable aggregations integer_knapsack general_linear
neos-3116779-oban,easy,5141,5140,0,1,328,20561,neos-pseudoapplication-26,0,decomposition set_packing knapsack general_linear
neos-3118745-obra,easy,1131,1130,0,1,144,4521,neos-pseudoapplication-26,255,decomposition benchmark_suitable set_packing knapsack general_linear
neos-3135526-osun,easy,192,170,0,22,1546,25750,neos-pseudoapplication-71,Infeasible,infeasible numerics precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack mixed_binary
neos-3148108-pahi,easy,12241,12241,0,0,154774,353504,neos-pseudoapplication-49,0,binary decomposition aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack equation_knapsack binpacking knapsack
neos-3208254-reiu,open,3154336,3743,0,3150593,9464908,25080218,neos-pseudoapplication-98,-34897.00052514407*,aggregations precedence variable_bound set_partitioning set_covering cardinality mixed_binary general_linear
neos-3209462-rhin,hard,56453,383,0,56070,170226,447473,neos-pseudoapplication-98,12,aggregations precedence variable_bound set_partitioning set_covering cardinality invariant_knapsack mixed_binary
neos-3209519-ruhr,easy,8675,8000,0,675,12500,61725,neos-pseudoapplication-14,467.5,decomposition benchmark_suitable variable_bound set_partitioning cardinality knapsack mixed_binary
neos-3211096-shag,hard,4379,4289,90,0,10187,31705,neos-pseudoapplication-38,Infeasible,infeasible feasibility aggregations precedence variable_bound set_covering invariant_knapsack binpacking mixed_binary general_linear
neos-3214367-sovi,hard,4318,4139,179,0,7244,93911,neos-pseudoapplication-56,179965,aggregations variable_bound set_partitioning set_packing set_covering cardinality invariant_knapsack binpacking general_linear
neos-3216931-puriri,easy,3555,3268,0,287,5989,91691,neos-pseudoapplication-56,71320,benchmark benchmark_suitable aggregations variable_bound set_partitioning set_packing set_covering cardinality invariant_knapsack binpacking knapsack general_linear
neos-3218348-suir,easy,7022,7006,0,16,1320,221881,neos-pseudoapplication-72,Infeasible,infeasible decomposition aggregations set_partitioning invariant_knapsack equation_knapsack mixed_binary
neos-3226448-wkra,easy,10012,10012,0,0,2208,40048,neos-pseudoapplication-103,0,binary feasibility benchmark_suitable set_partitioning
neos-3229051-yass,easy,99472,99456,0,16,18846096,57144880,neos-pseudoapplication-23,Unbounded,precedence variable_bound set_partitioning set_covering invariant_knapsack mixed_binary
neos-3230376-yser,easy,57000,56976,0,24,786916,2372592,neos-pseudoapplication-4,Unbounded,precedence variable_bound set_partitioning set_covering invariant_knapsack mixed_binary
neos-3230511-yuna,easy,99472,99456,0,16,19335696,58613680,neos-pseudoapplication-4,Unbounded,precedence variable_bound set_partitioning set_covering invariant_knapsack mixed_binary
neos-3230516-zala,easy,101856,101824,0,32,1146724,3427392,neos-pseudoapplication-4,Unbounded,precedence variable_bound set_partitioning set_covering invariant_knapsack mixed_binary
neos-3237086-abava,hard,50192,50192,0,0,69472,233552,neos-pseudoapplication-51,0,binary feasibility decomposition aggregations variable_bound set_packing set_covering cardinality invariant_knapsack binpacking
neos-3283608-agout,easy,26256,26224,0,32,108649,301792,neos-pseudoapplication-84,Unbounded,precedence variable_bound set_partitioning set_covering invariant_knapsack mixed_binary
neos-3322547-alsek,open,1001000,1001000,0,0,2000,2001000,neos-pseudoapplication-77,400.0*,binary set_partitioning binpacking
neos-3352863-ancoa,hard,20046,20045,0,1,169,869239,neos-pseudoapplication-100,28700,set_covering mixed_binary
neos-3354841-apure,easy,100000,0,100000,0,169,5393094,neos-pseudoapplication-100,48800,benchmark_suitable integer_knapsack general_linear
neos-3355120-tarago,open,7800,4700,3100,0,86633,265500,neos-pseudoapplication-52,-11115965.664625322*,decomposition numerics aggregations precedence variable_bound set_partitioning set_packing cardinality binpacking integer_knapsack mixed_binary general_linear
neos-3355323-arnon,open,10248,10104,144,0,21216,69912,neos-pseudoapplication-38,NA,no_solution feasibility aggregations precedence set_covering invariant_knapsack binpacking general_linear
neos-3372571-onahau,hard,13086,185,0,12901,29487,116511,neos-pseudoapplication-93,0.411055181902462,variable_bound mixed_binary
neos-3373491-avoca,easy,2368,43,2325,0,1570,9438,neos-pseudoapplication-37,27449084632,numerics aggregations variable_bound invariant_knapsack integer_knapsack general_linear
neos-3381206-awhea,easy,2375,475,1900,0,479,4275,neos-pseudoapplication-105,453,benchmark decomposition benchmark_suitable integer_knapsack general_linear
neos-3402294-bobin,easy,2904,2616,0,288,591076,2034888,neos-pseudoapplication-71,0.0672499999999995,benchmark benchmark_suitable precedence set_partitioning set_covering invariant_knapsack mixed_binary
neos-3402454-bohle,hard,2904,2616,0,288,2897380,8953800,neos-pseudoapplication-4,Infeasible,benchmark infeasible benchmark_suitable precedence set_partitioning set_covering invariant_knapsack mixed_binary
neos-3421095-cinca,easy,896,117,42,737,1218,3678,neos-pseudoapplication-25,44269368.138,numerics precedence variable_bound set_partitioning invariant_knapsack mixed_binary general_linear
neos-3426085-ticino,open,4688,879,3809,0,308,9083,neos-pseudoapplication-105,225*,decomposition mixed_binary general_linear
neos-3426132-dieze,open,11550,2750,8800,0,570,22550,neos-pseudoapplication-105,407*,decomposition mixed_binary general_linear
neos-3437289-erdre,easy,12162,12162,0,0,7358,149856,neos-pseudoapplication-87,0,binary set_partitioning set_packing cardinality invariant_knapsack binpacking
neos-3530903-gauja,easy,2310,420,1890,0,220,4410,neos-pseudoapplication-105,168,decomposition benchmark_suitable mixed_binary general_linear
neos-3530905-gaula,hard,2090,190,1900,0,200,3990,neos-pseudoapplication-105,159,decomposition general_linear
neos-3555904-turama,easy,37461,37461,0,0,146493,793605,neos-pseudoapplication-81,-34.7,benchmark binary benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack
neos-3572885-glina,easy,57196,34272,22924,0,44206,157180,neos-pseudoapplication-38,0,feasibility set_partitioning integer_knapsack general_linear
neos-3581454-haast,easy,8112,7512,0,600,17220,92976,neos-pseudoapplication-14,2295,decomposition benchmark_suitable precedence variable_bound set_partitioning set_packing invariant_knapsack knapsack mixed_binary
neos-3592146-hawea,easy,4870,525,4345,0,995,13880,neos-pseudoapplication-37,15465800.718,numerics aggregations variable_bound set_packing cardinality integer_knapsack general_linear
neos-3594536-henty,open,22924,0,22924,0,21280,65712,neos-pseudoapplication-83,401224.0*,decomposition aggregations variable_bound general_linear
neos-3603137-hoteo,open,4003,3913,90,0,10510,39146,neos-pseudoapplication-38,NA,no_solution feasibility aggregations set_covering invariant_knapsack knapsack general_linear
neos-3610040-iskar,easy,430,85,0,345,335,1023,neos-pseudoapplication-91,37,precedence variable_bound mixed_binary general_linear
neos-3610051-istra,easy,805,76,0,729,709,1999,neos-pseudoapplication-91,49,precedence variable_bound mixed_binary general_linear
neos-3610173-itata,easy,844,77,0,767,747,2130,neos-pseudoapplication-91,147.99999986,precedence variable_bound mixed_binary general_linear
neos-3611447-jijia,easy,472,85,0,387,377,1145,neos-pseudoapplication-91,107,precedence variable_bound mixed_binary general_linear
neos-3611689-kaihu,easy,421,88,0,333,323,1014,neos-pseudoapplication-91,119,precedence variable_bound mixed_binary general_linear
neos-3615091-sutlej,open,205141,153520,0,51621,449690,1301130,neos-pseudoapplication-45,-1048730.937912077*,numerics aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack mixed_binary
neos-3627168-kasai,easy,1462,535,0,927,1655,5158,neos-pseudoapplication-25,988585.62,benchmark decomposition benchmark_suitable variable_bound invariant_knapsack mixed_binary general_linear
neos-3631363-vilnia,hard,15755,755,0,15000,15960,112497,neos-pseudoapplication-12,Infeasible,infeasible precedence variable_bound set_packing mixed_binary
neos-3634244-kauru,open,4376,4375,0,1,761450,2292500,neos-pseudoapplication-110,1398.014670518538*,set_partitioning invariant_knapsack mixed_binary
neos-3636886-kereu,easy,13198,6021,6056,1121,13198,77547,neos-pseudoapplication-45,100001768.08,decomposition numerics aggregations variable_bound integer_knapsack mixed_binary general_linear
neos-3654993-kolva,easy,13640,8948,4102,590,16064,54282,neos-pseudoapplication-44,Unbounded,aggregations precedence variable_bound set_packing set_covering cardinality invariant_knapsack binpacking mixed_binary general_linear
neos-3656078-kumeu,hard,14870,9755,4455,660,17656,59292,neos-pseudoapplication-44,-13172.2,benchmark benchmark_suitable aggregations precedence variable_bound set_packing cardinality invariant_knapsack knapsack mixed_binary general_linear
neos-3660371-kurow,easy,4722,144,0,4578,4758,12912,neos-pseudoapplication-9,2270.85,benchmark_suitable aggregations precedence variable_bound set_partitioning invariant_knapsack mixed_binary general_linear
neos-3661949-lesse,easy,4775,560,4080,135,1140,15180,neos-pseudoapplication-11,688995225,numerics aggregations precedence set_partitioning set_packing cardinality integer_knapsack general_linear
neos-3665875-lesum,easy,3128,320,0,2808,3184,10640,neos-pseudoapplication-9,3274.81,benchmark_suitable set_covering invariant_knapsack mixed_binary
neos-3672928-linge,easy,62251,40081,19636,2534,76477,251299,neos-pseudoapplication-97,Unbounded,aggregations precedence variable_bound set_packing set_covering cardinality binpacking mixed_binary general_linear
neos-3682128-sandon,open,7880,7870,10,0,14920,50438,neos-pseudoapplication-10,34666770*,aggregations variable_bound set_packing cardinality invariant_knapsack equation_knapsack knapsack integer_knapsack general_linear
neos-3691541-lonja,open,10300,10200,0,100,10320,40568,neos-pseudoapplication-13,0.036086159868*,decomposition precedence variable_bound set_partitioning invariant_knapsack mixed_binary
neos-3695882-vesdre,open,6135,5955,0,180,191504,598115,neos-pseudoapplication-71,519.3374335415116*,decomposition variable_bound set_partitioning cardinality invariant_knapsack knapsack mixed_binary
neos-3696678-lyvia,easy,7683,7516,167,0,9004,30452,neos-pseudoapplication-56,83.7499999589988,decomposition variable_bound set_covering cardinality invariant_knapsack mixed_binary general_linear
neos-3699044-maipo,easy,48007,31506,15424,1077,59589,199334,neos-pseudoapplication-63,Unbounded,aggregations precedence variable_bound set_packing set_covering cardinality binpacking mixed_binary general_linear
neos-3699377-maori,easy,17233,1856,0,15377,5587,125895,neos-pseudoapplication-3,135877.224265,decomposition numerics variable_bound mixed_binary
neos-3703351-marne,easy,8827,1382,0,7445,4123,55293,neos-pseudoapplication-3,317056.210386,decomposition numerics variable_bound mixed_binary
neos-3709489-menik,easy,48005,31506,15424,1075,59587,199272,neos-pseudoapplication-44,Unbounded,aggregations precedence variable_bound set_packing set_covering cardinality invariant_knapsack binpacking mixed_binary general_linear
neos-3734794-moppy,easy,4418,1760,154,2504,4317,22430,neos-pseudoapplication-25,5900905694.59,decomposition numerics precedence variable_bound set_packing invariant_knapsack mixed_binary general_linear
neos-3740487-motru,open,1689612,75566,0,1614046,4936372,26433474,neos-pseudoapplication-61,164.4691736839999*,precedence variable_bound set_partitioning set_packing invariant_knapsack binpacking knapsack mixed_binary
neos-3754224-navua,open,150228,3574,0,146654,232387,652974,neos-pseudoapplication-83,157909.0677610051*,numerics aggregations precedence variable_bound set_partitioning mixed_binary
neos-3754480-nidda,hard,253,50,0,203,402,1488,neos-pseudoapplication-107,12941.7383856178,benchmark benchmark_suitable precedence variable_bound knapsack mixed_binary
neos-3755335-nizao,easy,40938,5226,0,35712,111026,547794,neos-pseudoapplication-61,50.0301565326,benchmark_suitable precedence variable_bound set_partitioning set_packing invariant_knapsack binpacking knapsack mixed_binary
neos-3759587-noosa,easy,27029,4289,0,22740,72104,318169,neos-pseudoapplication-61,48.334467769,benchmark_suitable precedence variable_bound set_partitioning set_packing invariant_knapsack binpacking knapsack mixed_binary
neos-3761878-oglio,easy,6489,1312,0,5177,3871,35511,neos-pseudoapplication-3,422769.02254,decomposition numerics variable_bound mixed_binary
neos-3762025-ognon,easy,4673,948,0,3725,2784,25384,neos-pseudoapplication-3,607171.50305,decomposition numerics variable_bound mixed_binary
neos-3988577-wolgan,easy,25870,25870,0,0,44662,350350,neos-pseudoapplication-64,Infeasible,benchmark infeasible binary decomposition benchmark_suitable precedence set_packing cardinality invariant_knapsack binpacking knapsack
neos-4165869-wannon,hard,31728,480,31248,0,85865,270474,neos-pseudoapplication-44,293,precedence variable_bound set_partitioning set_packing invariant_knapsack integer_knapsack general_linear
neos-4230265-orari,open,32980,13380,10,19590,76374,189026,neos-pseudoapplication-57,81765.21022354232*,numerics aggregations precedence variable_bound set_covering invariant_knapsack mixed_binary general_linear
neos-4232544-orira,open,87060,38280,5700,43080,180600,492456,neos-pseudoapplication-57,51015596.2014*,numerics aggregations precedence variable_bound set_partitioning set_packing set_covering invariant_knapsack integer_knapsack mixed_binary general_linear
neos-4260495-otere,easy,176048,168745,22,7281,295357,702986,neos-pseudoapplication-30,5290,benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack binpacking knapsack mixed_binary general_linear
neos-4264598-oueme,open,54550,13370,0,41180,54714,191146,neos-pseudoapplication-57,6038453.676499*,numerics aggregations precedence variable_bound invariant_knapsack mixed_binary general_linear
neos-4285819-pedja,open,721438,686647,0,34791,1518618,4866058,neos-pseudoapplication-79,89.50319072956324*,numerics aggregations precedence variable_bound set_partitioning invariant_knapsack mixed_binary
neos-4290317-perth,open,54708,1042,0,53666,65580,398380,neos-pseudoapplication-76,3017259.469804598*,decomposition numerics aggregations precedence variable_bound mixed_binary
neos-4292145-piako,open,32950,13370,0,19580,75834,190186,neos-pseudoapplication-57,29160.50026450142*,aggregations precedence variable_bound invariant_knapsack mixed_binary general_linear
neos-4295773-pissa,hard,85126,85124,0,2,210116,552408,neos-pseudoapplication-6,0.0383071909985602,decomposition aggregations precedence variable_bound set_partitioning cardinality invariant_knapsack knapsack mixed_binary
neos-4300652-rahue,hard,33003,20900,0,12103,76992,183616,neos-pseudoapplication-13,2.1416,benchmark decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning cardinality knapsack mixed_binary
neos-4306827-ravan,easy,162291,155368,285,6638,261877,639474,neos-pseudoapplication-30,10186.5730387496,benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack binpacking knapsack integer_knapsack mixed_binary general_linear
neos-4321076-ruwer,open,361730,122,0,361608,509809,1265750,neos-pseudoapplication-98,2135.200000000028*,aggregations variable_bound cardinality mixed_binary
neos-4322846-ryton,easy,108700,108699,0,1,104972,452044,neos-pseudoapplication-6,0.41984836,decomposition benchmark_suitable aggregations precedence set_partitioning cardinality binpacking knapsack mixed_binary
neos-4332801-seret,easy,20682487,20677405,20,5062,19912111,47513027,neos-pseudoapplication-28,279835.50495,aggregations precedence variable_bound set_partitioning set_covering cardinality binpacking knapsack mixed_binary general_linear
neos-4332810-sesia,easy,20682487,20677405,20,5062,19912111,47513027,neos-pseudoapplication-28,21849.762376,aggregations precedence variable_bound set_partitioning set_covering cardinality binpacking knapsack mixed_binary general_linear
neos-4333464-siret,easy,2731,1363,0,1368,2880,27710,neos-pseudoapplication-58,24.7858199515556,benchmark_suitable variable_bound binpacking mixed_binary
neos-4333596-skien,easy,1005,460,0,545,812,5811,neos-pseudoapplication-43,-14610731.01,benchmark_suitable aggregations precedence variable_bound set_partitioning cardinality mixed_binary
neos-4335793-snake,hard,30827,20473,7865,2489,37166,129119,neos-pseudoapplication-44,27,numerics aggregations precedence variable_bound set_packing cardinality invariant_knapsack knapsack mixed_binary general_linear
neos-4338804-snowy,hard,1344,1260,42,42,1701,6342,neos-pseudoapplication-40,1471,benchmark benchmark_suitable precedence set_covering mixed_binary general_linear
neos-4343293-stony,hard,9400,4698,0,4702,10650,55668,neos-pseudoapplication-58,46.3846827162411,variable_bound binpacking mixed_binary
neos-4355351-swalm,open,21065,10530,0,10535,21609,371467,neos-pseudoapplication-58,33.45757454008309*,variable_bound binpacking mixed_binary
neos-4358725-tagus,open,11494,4898,0,6596,22777,59925,neos-pseudoapplication-57,4206.140099965*,numerics aggregations precedence variable_bound set_partitioning invariant_knapsack mixed_binary general_linear
neos-4359986-taipa,easy,25130,25095,0,35,48864,126561,neos-pseudoapplication-106,69.8,benchmark_suitable aggregations precedence variable_bound set_partitioning mixed_binary
neos-4360552-sangro,open,10272,9696,576,0,46012,302184,neos-pseudoapplication-62,-8.0*,decomposition precedence variable_bound set_packing set_covering cardinality invariant_knapsack equation_knapsack binpacking knapsack integer_knapsack general_linear
neos-4382714-ruvuma,easy,6562,6561,0,1,3645,32805,neos-pseudoapplication-103,Infeasible,infeasible binary feasibility benchmark_suitable set_partitioning
neos-4387871-tavua,hard,4004,2000,0,2004,4554,23496,neos-pseudoapplication-58,33.384729927,benchmark benchmark_suitable variable_bound binpacking mixed_binary
neos-4391920-timok,easy,93846,93786,0,60,184575,585839,neos-pseudoapplication-106,0.00545540819999822,benchmark_suitable aggregations precedence variable_bound set_partitioning mixed_binary
neos-4393408-tinui,easy,4004,2000,0,2004,4554,23496,neos-pseudoapplication-58,375.49807237,benchmark_suitable variable_bound binpacking mixed_binary
neos-4408804-prosna,easy,66612,33306,0,33306,67161,266448,neos-pseudoapplication-56,1306,decomposition benchmark_suitable variable_bound set_partitioning mixed_binary
neos-4409277-trave,hard,14363,14362,0,1,7875,204518,neos-pseudoapplication-47,3,variable_bound set_partitioning set_packing set_covering cardinality invariant_knapsack mixed_binary
neos-4413714-turia,easy,190402,190201,0,201,2303,761756,neos-pseudoapplication-67,45.3701670199998,benchmark benchmark_suitable set_partitioning binpacking mixed_binary
neos-4477313-unzha,easy,2193,2016,0,177,4174,30400,neos-pseudoapplication-110,Unbounded,numerics set_partitioning mixed_binary
neos-4531126-vouga,open,169996,169996,0,0,7694,967980,neos-pseudoapplication-87,525030.8846192999*,binary decomposition numerics set_partitioning cardinality invariant_knapsack binpacking mixed_binary
neos-4532248-waihi,easy,86842,86841,0,1,167322,525339,neos-pseudoapplication-6,61.6,benchmark benchmark_suitable aggregations precedence set_partitioning cardinality binpacking knapsack mixed_binary
neos-4533806-waima,open,93318,93304,0,14,52983,1250570,neos-pseudoapplication-31,4870*,decomposition aggregations set_partitioning set_packing set_covering cardinality invariant_knapsack knapsack mixed_binary
neos-4535459-waipa,open,961401,640000,0,321401,163001,256963402,neos-pseudoapplication-67,26192754*,precedence variable_bound set_partitioning mixed_binary
neos-4545615-waita,open,654950,654930,0,20,345152,10670186,neos-pseudoapplication-31,6311.0*,aggregations set_partitioning set_packing set_covering cardinality invariant_knapsack knapsack mixed_binary
neos-4555749-wards,open,89147,89130,0,17,51776,1263377,neos-pseudoapplication-31,3759*,decomposition aggregations set_partitioning set_packing set_covering cardinality invariant_knapsack knapsack mixed_binary
neos-4562542-watut,open,134705,134694,0,11,73746,2015543,neos-pseudoapplication-31,5684*,aggregations set_partitioning set_packing set_covering cardinality invariant_knapsack knapsack mixed_binary
neos-4647027-thurso,open,9800,4200,0,5600,8382,3944988,neos-pseudoapplication-29,27407.32689999996*,set_packing mixed_binary
neos-4647030-tutaki,hard,12600,7000,0,5600,8382,3953388,neos-pseudoapplication-29,27265.706,benchmark benchmark_suitable set_packing mixed_binary
neos-4647032-veleka,open,18200,12600,0,5600,8382,3970188,neos-pseudoapplication-29,27214.4801*,set_packing mixed_binary
neos-4650160-yukon,easy,1412,624,0,788,1969,6416,neos-pseudoapplication-79,59.8849999869551,benchmark_suitable aggregations precedence variable_bound set_partitioning set_covering knapsack mixed_binary
neos-4703857-ahuroa,easy,266502,133470,0,133032,221496,536040,neos-pseudoapplication-82,7868280750.276,numerics aggregations variable_bound mixed_binary general_linear
neos-4722843-widden,easy,77723,73349,20,4354,113555,311529,neos-pseudoapplication-30,25009.662227,benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning invariant_knapsack binpacking knapsack mixed_binary general_linear
neos-4724674-aorere,easy,94145,87022,22,7101,137123,376775,neos-pseudoapplication-30,8609.1960886,benchmark_suitable aggregations precedence variable_bound set_partitioning cardinality invariant_knapsack binpacking knapsack mixed_binary general_linear
neos-4736745-arroux,easy,6216,1120,5096,0,1827,19281,neos-pseudoapplication-37,247345269.52,decomposition benchmark_suitable precedence set_partitioning set_packing knapsack integer_knapsack general_linear
neos-4738912-atrato,easy,6216,1120,5096,0,1947,19521,neos-pseudoapplication-37,283627956.595,benchmark decomposition benchmark_suitable precedence variable_bound set_partitioning set_packing knapsack integer_knapsack general_linear
neos-4754521-awarau,easy,41680,41680,0,0,255386,1237481,neos-pseudoapplication-51,0,binary feasibility benchmark_suitable aggregations precedence cardinality invariant_knapsack binpacking
neos-4760493-puerua,easy,53593,53592,0,1,106954,266805,neos-pseudoapplication-106,2665.4577364,benchmark_suitable precedence variable_bound set_partitioning cardinality
neos-4763324-toguru,easy,53593,53592,0,1,106954,266805,neos-pseudoapplication-106,1613.03884585,benchmark benchmark_suitable precedence variable_bound set_partitioning cardinality
neos-4797081-pakoka,easy,12393,9930,2463,0,7147,456124,neos-pseudoapplication-51,0,feasibility benchmark_suitable precedence set_packing cardinality general_linear
neos-4805882-barwon,easy,22229,15809,18,6402,49386,117001,neos-pseudoapplication-30,3010,benchmark_suitable aggregations precedence variable_bound set_partitioning cardinality invariant_knapsack binpacking knapsack mixed_binary general_linear
neos-480878,easy,534,189,0,345,1321,44370,neos-pseudoapplication-76,492.5144492879,benchmark_suitable variable_bound set_partitioning set_packing invariant_knapsack mixed_binary
neos-4954274-beardy,hard,12865,12865,0,0,17359,140082,neos-pseudoapplication-62,20946.48,binary decomposition variable_bound set_partitioning set_packing set_covering cardinality invariant_knapsack binpacking knapsack
neos-4954340-beaury,easy,7850,2544,0,5306,20162,77435,neos-pseudoapplication-59,Unbounded,numerics precedence variable_bound set_packing mixed_binary
